method_id,domain,anchor_pct,comp_k,alpha_eff_aligned,abs_importance,top_positive_features,top_negative_features,dominant_family,family_purity,auto_label
es_svd_ms_rr_r1,science,40,13,0.015675561159106777,0.015675561159106777,traj_novelty::rank;traj_continuity::rank;traj_novelty::raw;tok_gini_prefix::rank;traj_continuity::raw,tok_logprob_prefix::rank;tok_logprob_recency::rank;traj_reflection_count::rank;traj_max_reflection::rank;tok_conf_prefix::rank,trajectory,0.5006037192414651,trajectory(↑)
es_svd_ms_rr_r1,science,40,14,0.013264764126402876,0.013264764126402876,tok_logprob_prefix::rank;tok_logprob_recency::rank;traj_novelty::rank;traj_continuity::rank;tok_conf_recency::rank,tok_gini_prefix::rank;tok_neg_entropy_prefix::rank;tok_selfcert_prefix::rank;tok_neg_entropy_recency::rank;tok_selfcert_recency::rank,self_cert_logprob,0.33185921590815504,self_cert_logprob(↑)
es_svd_ms_rr_r1,science,40,15,0.04480332423749841,0.04480332423749841,tok_conf_recency::raw;tok_conf_prefix::raw;traj_reflection_count::rank;traj_max_reflection::raw;traj_novelty::raw,traj_reflection_count::raw;tok_logprob_prefix::raw;tok_logprob_recency::raw;traj_novelty::rank;tok_conf_recency::rank,trajectory,0.4417538155222878,trajectory(↓)
es_svd_ms_rr_r1,science,40,0,0.022713609808542114,0.022713609808542114,tok_gini_prefix::raw;tok_selfcert_recency::raw;tok_neg_entropy_recency::raw;tok_neg_entropy_prefix::raw;tok_selfcert_prefix::raw,traj_novelty::rank;traj_max_reflection::rank;traj_reflection_count::rank;traj_novelty::raw;traj_max_reflection::raw,uncertainty,0.3755489210776378,uncertainty(↑)
es_svd_ms_rr_r1,science,40,1,0.02870317621963934,0.02870317621963934,tok_logprob_prefix::raw;tok_logprob_recency::raw;tok_conf_prefix::raw;tok_neg_entropy_prefix::raw;tok_selfcert_prefix::raw,tok_selfcert_recency::rank;tok_neg_entropy_recency::rank;tok_neg_entropy_prefix::rank;tok_selfcert_prefix::rank;tok_gini_prefix::rank,self_cert_logprob,0.34954823261228996,self_cert_logprob(↓)
es_svd_ms_rr_r1,science,40,2,0.000338822947976107,0.000338822947976107,tok_logprob_prefix::raw;tok_logprob_recency::raw;tok_selfcert_prefix::raw;tok_neg_entropy_prefix::raw;tok_gini_prefix::raw,has_tok_neg_entropy::rank;has_tok_selfcert::rank;has_tok_logprob::rank;has_rows_bank::rank;has_tok_gini::rank,availability_meta,0.8011358424980068,availability_meta(↓)
es_svd_ms_rr_r1,science,40,3,0.009422987081799224,0.009422987081799224,traj_continuity::raw;tok_gini_slope::raw;tok_gini_tail::raw;tok_gini_slope::rank;traj_continuity::rank,traj_max_reflection::raw;traj_novelty::raw;traj_reflection_count::raw;traj_novelty::rank;traj_max_reflection::rank,trajectory,0.5580262833408971,trajectory(↓)
es_svd_ms_rr_r1,science,40,4,0.006071992694966965,0.006071992694966965,traj_late_convergence::raw;tok_gini_slope::rank;tok_gini_slope::raw;tok_gini_tail::rank;traj_late_convergence::rank,traj_continuity::rank;traj_continuity::raw;tok_conf_prefix::rank;has_tok_logprob::rank;has_tok_neg_entropy::rank,trajectory,0.4467343742349795,trajectory(↑)
es_svd_ms_rr_r1,science,40,5,0.04740042381376528,0.04740042381376528,traj_reflection_count::rank;traj_continuity::raw;traj_max_reflection::rank;tok_conf_prefix::rank;tok_conf_recency::rank,traj_novelty::raw;tok_logprob_recency::rank;tok_logprob_prefix::rank;tok_gini_slope::rank;tok_logprob_prefix::raw,trajectory,0.5868093919307629,trajectory(↑)
es_svd_ms_rr_r1,science,40,6,0.031324067656112,0.031324067656112,traj_continuity::rank;traj_late_convergence::raw;traj_reflection_count::raw;traj_late_convergence::rank;traj_max_reflection::raw,traj_novelty::rank;traj_max_reflection::rank;tok_gini_slope::raw;tok_gini_tail::raw;traj_reflection_count::rank,trajectory,0.6824190048049051,trajectory(↑)
es_svd_ms_rr_r1,science,40,7,0.011621812187217624,0.011621812187217624,tok_gini_slope::rank;traj_continuity::rank;tok_gini_tail::rank;tok_gini_slope::raw;traj_reflection_count::raw,traj_late_convergence::raw;traj_late_convergence::rank;traj_novelty::rank;tok_logprob_prefix::rank;tok_neg_entropy_prefix::rank,trajectory,0.5250191418616209,trajectory(↓)
es_svd_ms_rr_r1,science,40,8,0.001450006607065142,0.001450006607065142,traj_reflection_count::rank;traj_reflection_count::raw;tok_gini_tail::rank;tok_conf_recency::rank;tok_conf_prefix::rank,traj_max_reflection::rank;traj_max_reflection::raw;traj_continuity::rank;traj_continuity::raw;tok_logprob_prefix::rank,trajectory,0.7047269520194288,trajectory(↓)
es_svd_ms_rr_r1,science,40,9,0.0032553351851763966,0.0032553351851763966,tok_gini_slope::rank;tok_gini_slope::raw;traj_novelty::raw;tok_conf_recency::rank;traj_late_convergence::raw,tok_gini_tail::rank;tok_gini_tail::raw;traj_max_reflection::rank;traj_continuity::raw;traj_max_reflection::raw,uncertainty,0.7124532153539219,uncertainty(↓)
es_svd_ms_rr_r1,science,40,10,0.12367786213358398,0.12367786213358398,traj_continuity::raw;traj_reflection_count::raw;tok_conf_prefix::raw;tok_conf_recency::raw;tok_gini_slope::rank,traj_continuity::rank;traj_reflection_count::rank;traj_novelty::raw;tok_logprob_recency::raw;tok_logprob_prefix::raw,trajectory,0.4744506917770436,trajectory(↑)
es_svd_ms_rr_r1,science,40,11,0.025573262840013808,0.025573262840013808,tok_conf_recency::rank;tok_conf_prefix::rank;tok_conf_recency::raw;tok_conf_prefix::raw;traj_max_reflection::raw,traj_reflection_count::rank;tok_logprob_recency::rank;tok_logprob_prefix::rank;traj_continuity::rank;traj_novelty::rank,confidence,0.3244743714797281,confidence(↑)
es_svd_ms_rr_r1,science,40,12,0.1454296602874218,0.1454296602874218,tok_gini_slope::raw;traj_reflection_count::raw;tok_gini_tail::raw;traj_novelty::raw;traj_late_convergence::raw,tok_gini_slope::rank;traj_late_convergence::rank;tok_gini_tail::rank;tok_logprob_prefix::raw;tok_logprob_recency::raw,uncertainty,0.4793798167124229,uncertainty(↑)
es_svd_ms_rr_r1,science,40,13,0.015675561159106777,0.015675561159106777,traj_novelty::rank;traj_continuity::rank;traj_novelty::raw;tok_gini_prefix::rank;traj_continuity::raw,tok_logprob_prefix::rank;tok_logprob_recency::rank;traj_reflection_count::rank;traj_max_reflection::rank;tok_conf_prefix::rank,trajectory,0.5006037192414651,trajectory(↑)
es_svd_ms_rr_r1,science,40,14,0.013264764126402876,0.013264764126402876,tok_logprob_prefix::rank;tok_logprob_recency::rank;traj_novelty::rank;traj_continuity::rank;tok_conf_recency::rank,tok_gini_prefix::rank;tok_neg_entropy_prefix::rank;tok_selfcert_prefix::rank;tok_neg_entropy_recency::rank;tok_selfcert_recency::rank,self_cert_logprob,0.33185921590815504,self_cert_logprob(↑)
es_svd_ms_rr_r1,science,40,15,0.04480332423749841,0.04480332423749841,tok_conf_recency::raw;tok_conf_prefix::raw;traj_reflection_count::rank;traj_max_reflection::raw;traj_novelty::raw,traj_reflection_count::raw;tok_logprob_prefix::raw;tok_logprob_recency::raw;traj_novelty::rank;tok_conf_recency::rank,trajectory,0.4417538155222878,trajectory(↓)
es_svd_ms_rr_r1,science,70,0,0.02251498218497188,0.02251498218497188,tok_neg_entropy_recency::raw;tok_selfcert_recency::raw;tok_gini_prefix::raw;tok_selfcert_prefix::raw;tok_neg_entropy_prefix::raw,traj_novelty::rank;traj_reflection_count::rank;traj_max_reflection::rank;traj_max_reflection::raw;traj_novelty::raw,self_cert_logprob,0.37270909688602083,self_cert_logprob(↑)
es_svd_ms_rr_r1,science,70,1,0.02742607622324348,0.02742607622324348,tok_logprob_prefix::raw;tok_conf_prefix::raw;tok_logprob_recency::raw;tok_conf_recency::raw;tok_neg_entropy_prefix::raw,tok_selfcert_recency::rank;tok_neg_entropy_recency::rank;tok_neg_entropy_prefix::rank;tok_selfcert_prefix::rank;tok_gini_prefix::rank,self_cert_logprob,0.3549598459490875,self_cert_logprob(↓)
es_svd_ms_rr_r1,science,70,2,0.0016655278282750468,0.0016655278282750468,has_rows_bank::rank;has_tok_logprob::rank;has_tok_selfcert::rank;has_tok_neg_entropy::rank;has_tok_gini::rank,tok_neg_entropy_prefix::rank;tok_selfcert_prefix::rank;tok_gini_prefix::rank;tok_neg_entropy_recency::rank;tok_selfcert_recency::rank,availability_meta,0.8201962162565557,availability_meta(↑)
es_svd_ms_rr_r1,science,70,3,0.0011225453409941806,0.0011225453409941806,tok_gini_slope::raw;traj_continuity::raw;tok_gini_tail::raw;tok_gini_slope::rank;tok_gini_tail::rank,traj_max_reflection::raw;traj_novelty::raw;traj_reflection_count::raw;traj_max_reflection::rank;tok_conf_prefix::rank,trajectory,0.5203095423776007,trajectory(↓)
es_svd_ms_rr_r1,science,70,4,0.039592307772835206,0.039592307772835206,traj_continuity::raw;traj_continuity::rank;traj_reflection_count::rank;tok_conf_prefix::rank;tok_conf_recency::rank,tok_gini_slope::rank;traj_novelty::raw;tok_gini_tail::rank;traj_late_convergence::raw;tok_gini_slope::raw,trajectory,0.5172883910492136,trajectory(↑)
es_svd_ms_rr_r1,science,70,5,0.0367921557144266,0.0367921557144266,traj_late_convergence::raw;traj_late_convergence::rank;traj_reflection_count::rank;traj_continuity::rank;tok_gini_slope::rank,tok_logprob_prefix::rank;tok_logprob_recency::rank;tok_logprob_prefix::raw;tok_logprob_recency::raw;traj_novelty::raw,trajectory,0.5097728194941814,trajectory(↑)
es_svd_ms_rr_r1,science,70,6,0.010853021281750934,0.010853021281750934,traj_continuity::rank;traj_reflection_count::raw;traj_late_convergence::raw;traj_novelty::raw;traj_late_convergence::rank,traj_novelty::rank;traj_max_reflection::rank;traj_reflection_count::rank;tok_gini_slope::raw;tok_conf_prefix::rank,trajectory,0.6145737453251328,trajectory(↓)
es_svd_ms_rr_r1,science,70,7,0.0012027007412671413,0.0012027007412671413,traj_late_convergence::raw;traj_late_convergence::rank;traj_novelty::rank;tok_logprob_prefix::rank;tok_selfcert_prefix::rank,tok_gini_slope::rank;traj_continuity::rank;tok_gini_slope::raw;tok_gini_tail::rank;traj_max_reflection::raw,trajectory,0.536634250466772,trajectory(↑)
es_svd_ms_rr_r1,science,70,8,0.034798476215425436,0.034798476215425436,traj_max_reflection::rank;traj_max_reflection::raw;traj_continuity::raw;traj_continuity::rank;tok_logprob_prefix::rank,traj_reflection_count::rank;tok_conf_recency::rank;tok_conf_prefix::rank;traj_novelty::raw;tok_gini_slope::raw,trajectory,0.6479876685295959,trajectory(↑)
es_svd_ms_rr_r1,science,70,9,0.10036164875766321,0.10036164875766321,tok_gini_tail::rank;traj_reflection_count::raw;traj_continuity::raw;traj_novelty::rank;tok_conf_prefix::raw,traj_continuity::rank;tok_gini_slope::raw;tok_logprob_recency::raw;traj_novelty::raw;tok_logprob_prefix::raw,trajectory,0.45885539554213256,trajectory(↓)
es_svd_ms_rr_r1,science,70,10,0.05946021373572936,0.05946021373572936,tok_gini_slope::rank;traj_reflection_count::raw;tok_gini_slope::raw;traj_continuity::raw;tok_conf_recency::raw,tok_gini_tail::rank;tok_gini_tail::raw;traj_continuity::rank;traj_reflection_count::rank;traj_novelty::raw,uncertainty,0.5130022005467944,uncertainty(↓)
es_svd_ms_rr_r1,science,70,11,0.02240308503423566,0.02240308503423566,tok_conf_recency::rank;tok_conf_prefix::rank;tok_conf_recency::raw;tok_conf_prefix::raw;tok_gini_slope::rank,traj_reflection_count::rank;traj_novelty::rank;tok_logprob_recency::rank;tok_logprob_prefix::rank;traj_continuity::rank,trajectory,0.34234185223920666,trajectory(↓)
es_svd_ms_rr_r1,science,70,12,0.03197862802616334,0.03197862802616334,traj_novelty::rank;traj_continuity::rank;traj_novelty::raw;traj_continuity::raw;tok_gini_prefix::rank,traj_reflection_count::rank;tok_logprob_recency::rank;tok_logprob_prefix::rank;traj_max_reflection::rank;traj_reflection_count::raw,trajectory,0.6363990607675886,trajectory(↑)
es_svd_ms_rr_r1,science,70,13,0.1244585563564618,0.1244585563564618,tok_gini_slope::raw;traj_reflection_count::raw;tok_gini_tail::raw;tok_conf_recency::raw;tok_conf_prefix::raw,tok_gini_slope::rank;traj_late_convergence::rank;tok_logprob_prefix::raw;tok_logprob_recency::raw;tok_gini_tail::rank,uncertainty,0.4163424998775516,uncertainty(↑)
es_svd_ms_rr_r1,science,70,14,0.0017880812503195415,0.0017880812503195415,tok_gini_prefix::rank;tok_selfcert_prefix::rank;tok_neg_entropy_prefix::rank;tok_selfcert_recency::rank;tok_neg_entropy_recency::rank,tok_logprob_recency::rank;tok_logprob_prefix::rank;traj_novelty::rank;traj_continuity::rank;tok_conf_recency::rank,self_cert_logprob,0.45206140798755645,self_cert_logprob(↓)
es_svd_ms_rr_r1,science,70,15,0.04311789493942138,0.04311789493942138,tok_conf_prefix::raw;tok_conf_recency::raw;traj_reflection_count::rank;traj_max_reflection::raw;tok_logprob_recency::rank,traj_reflection_count::raw;tok_logprob_recency::raw;tok_logprob_prefix::raw;traj_max_reflection::rank;tok_gini_slope::raw,trajectory,0.4080516164001586,trajectory(↓)
es_svd_ms_rr_r1,science,70,0,0.02251498218497188,0.02251498218497188,tok_neg_entropy_recency::raw;tok_selfcert_recency::raw;tok_gini_prefix::raw;tok_selfcert_prefix::raw;tok_neg_entropy_prefix::raw,traj_novelty::rank;traj_reflection_count::rank;traj_max_reflection::rank;traj_max_reflection::raw;traj_novelty::raw,self_cert_logprob,0.37270909688602083,self_cert_logprob(↑)
es_svd_ms_rr_r1,science,70,1,0.02742607622324348,0.02742607622324348,tok_logprob_prefix::raw;tok_conf_prefix::raw;tok_logprob_recency::raw;tok_conf_recency::raw;tok_neg_entropy_prefix::raw,tok_selfcert_recency::rank;tok_neg_entropy_recency::rank;tok_neg_entropy_prefix::rank;tok_selfcert_prefix::rank;tok_gini_prefix::rank,self_cert_logprob,0.3549598459490875,self_cert_logprob(↓)
es_svd_ms_rr_r1,science,70,2,0.0016655278282750468,0.0016655278282750468,has_rows_bank::rank;has_tok_logprob::rank;has_tok_selfcert::rank;has_tok_neg_entropy::rank;has_tok_gini::rank,tok_neg_entropy_prefix::rank;tok_selfcert_prefix::rank;tok_gini_prefix::rank;tok_neg_entropy_recency::rank;tok_selfcert_recency::rank,availability_meta,0.8201962162565557,availability_meta(↑)
es_svd_ms_rr_r1,science,70,3,0.0011225453409941806,0.0011225453409941806,tok_gini_slope::raw;traj_continuity::raw;tok_gini_tail::raw;tok_gini_slope::rank;tok_gini_tail::rank,traj_max_reflection::raw;traj_novelty::raw;traj_reflection_count::raw;traj_max_reflection::rank;tok_conf_prefix::rank,trajectory,0.5203095423776007,trajectory(↓)
es_svd_ms_rr_r1,science,70,4,0.039592307772835206,0.039592307772835206,traj_continuity::raw;traj_continuity::rank;traj_reflection_count::rank;tok_conf_prefix::rank;tok_conf_recency::rank,tok_gini_slope::rank;traj_novelty::raw;tok_gini_tail::rank;traj_late_convergence::raw;tok_gini_slope::raw,trajectory,0.5172883910492136,trajectory(↑)
es_svd_ms_rr_r1,science,70,5,0.0367921557144266,0.0367921557144266,traj_late_convergence::raw;traj_late_convergence::rank;traj_reflection_count::rank;traj_continuity::rank;tok_gini_slope::rank,tok_logprob_prefix::rank;tok_logprob_recency::rank;tok_logprob_prefix::raw;tok_logprob_recency::raw;traj_novelty::raw,trajectory,0.5097728194941814,trajectory(↑)
es_svd_ms_rr_r1,science,70,6,0.010853021281750934,0.010853021281750934,traj_continuity::rank;traj_reflection_count::raw;traj_late_convergence::raw;traj_novelty::raw;traj_late_convergence::rank,traj_novelty::rank;traj_max_reflection::rank;traj_reflection_count::rank;tok_gini_slope::raw;tok_conf_prefix::rank,trajectory,0.6145737453251328,trajectory(↓)
es_svd_ms_rr_r1,science,70,7,0.0012027007412671413,0.0012027007412671413,traj_late_convergence::raw;traj_late_convergence::rank;traj_novelty::rank;tok_logprob_prefix::rank;tok_selfcert_prefix::rank,tok_gini_slope::rank;traj_continuity::rank;tok_gini_slope::raw;tok_gini_tail::rank;traj_max_reflection::raw,trajectory,0.536634250466772,trajectory(↑)
es_svd_ms_rr_r1,science,70,8,0.034798476215425436,0.034798476215425436,traj_max_reflection::rank;traj_max_reflection::raw;traj_continuity::raw;traj_continuity::rank;tok_logprob_prefix::rank,traj_reflection_count::rank;tok_conf_recency::rank;tok_conf_prefix::rank;traj_novelty::raw;tok_gini_slope::raw,trajectory,0.6479876685295959,trajectory(↑)
es_svd_ms_rr_r1,science,70,9,0.10036164875766321,0.10036164875766321,tok_gini_tail::rank;traj_reflection_count::raw;traj_continuity::raw;traj_novelty::rank;tok_conf_prefix::raw,traj_continuity::rank;tok_gini_slope::raw;tok_logprob_recency::raw;traj_novelty::raw;tok_logprob_prefix::raw,trajectory,0.45885539554213256,trajectory(↓)
es_svd_ms_rr_r1,science,70,10,0.05946021373572936,0.05946021373572936,tok_gini_slope::rank;traj_reflection_count::raw;tok_gini_slope::raw;traj_continuity::raw;tok_conf_recency::raw,tok_gini_tail::rank;tok_gini_tail::raw;traj_continuity::rank;traj_reflection_count::rank;traj_novelty::raw,uncertainty,0.5130022005467944,uncertainty(↓)
es_svd_ms_rr_r1,science,70,11,0.02240308503423566,0.02240308503423566,tok_conf_recency::rank;tok_conf_prefix::rank;tok_conf_recency::raw;tok_conf_prefix::raw;tok_gini_slope::rank,traj_reflection_count::rank;traj_novelty::rank;tok_logprob_recency::rank;tok_logprob_prefix::rank;traj_continuity::rank,trajectory,0.34234185223920666,trajectory(↓)
es_svd_ms_rr_r1,science,70,12,0.03197862802616334,0.03197862802616334,traj_novelty::rank;traj_continuity::rank;traj_novelty::raw;traj_continuity::raw;tok_gini_prefix::rank,traj_reflection_count::rank;tok_logprob_recency::rank;tok_logprob_prefix::rank;traj_max_reflection::rank;traj_reflection_count::raw,trajectory,0.6363990607675886,trajectory(↑)
es_svd_ms_rr_r1,science,70,13,0.1244585563564618,0.1244585563564618,tok_gini_slope::raw;traj_reflection_count::raw;tok_gini_tail::raw;tok_conf_recency::raw;tok_conf_prefix::raw,tok_gini_slope::rank;traj_late_convergence::rank;tok_logprob_prefix::raw;tok_logprob_recency::raw;tok_gini_tail::rank,uncertainty,0.4163424998775516,uncertainty(↑)
es_svd_ms_rr_r1,science,70,14,0.0017880812503195415,0.0017880812503195415,tok_gini_prefix::rank;tok_selfcert_prefix::rank;tok_neg_entropy_prefix::rank;tok_selfcert_recency::rank;tok_neg_entropy_recency::rank,tok_logprob_recency::rank;tok_logprob_prefix::rank;traj_novelty::rank;traj_continuity::rank;tok_conf_recency::rank,self_cert_logprob,0.45206140798755645,self_cert_logprob(↓)
es_svd_ms_rr_r1,science,70,15,0.04311789493942138,0.04311789493942138,tok_conf_prefix::raw;tok_conf_recency::raw;traj_reflection_count::rank;traj_max_reflection::raw;tok_logprob_recency::rank,traj_reflection_count::raw;tok_logprob_recency::raw;tok_logprob_prefix::raw;traj_max_reflection::rank;tok_gini_slope::raw,trajectory,0.4080516164001586,trajectory(↓)
es_svd_ms_rr_r1,science,70,0,0.02251498218497188,0.02251498218497188,tok_neg_entropy_recency::raw;tok_selfcert_recency::raw;tok_gini_prefix::raw;tok_selfcert_prefix::raw;tok_neg_entropy_prefix::raw,traj_novelty::rank;traj_reflection_count::rank;traj_max_reflection::rank;traj_max_reflection::raw;traj_novelty::raw,self_cert_logprob,0.37270909688602083,self_cert_logprob(↑)
es_svd_ms_rr_r1,science,70,1,0.02742607622324348,0.02742607622324348,tok_logprob_prefix::raw;tok_conf_prefix::raw;tok_logprob_recency::raw;tok_conf_recency::raw;tok_neg_entropy_prefix::raw,tok_selfcert_recency::rank;tok_neg_entropy_recency::rank;tok_neg_entropy_prefix::rank;tok_selfcert_prefix::rank;tok_gini_prefix::rank,self_cert_logprob,0.3549598459490875,self_cert_logprob(↓)
es_svd_ms_rr_r1,science,70,2,0.0016655278282750468,0.0016655278282750468,has_rows_bank::rank;has_tok_logprob::rank;has_tok_selfcert::rank;has_tok_neg_entropy::rank;has_tok_gini::rank,tok_neg_entropy_prefix::rank;tok_selfcert_prefix::rank;tok_gini_prefix::rank;tok_neg_entropy_recency::rank;tok_selfcert_recency::rank,availability_meta,0.8201962162565557,availability_meta(↑)
es_svd_ms_rr_r1,science,70,3,0.0011225453409941806,0.0011225453409941806,tok_gini_slope::raw;traj_continuity::raw;tok_gini_tail::raw;tok_gini_slope::rank;tok_gini_tail::rank,traj_max_reflection::raw;traj_novelty::raw;traj_reflection_count::raw;traj_max_reflection::rank;tok_conf_prefix::rank,trajectory,0.5203095423776007,trajectory(↓)
es_svd_ms_rr_r1,science,70,4,0.039592307772835206,0.039592307772835206,traj_continuity::raw;traj_continuity::rank;traj_reflection_count::rank;tok_conf_prefix::rank;tok_conf_recency::rank,tok_gini_slope::rank;traj_novelty::raw;tok_gini_tail::rank;traj_late_convergence::raw;tok_gini_slope::raw,trajectory,0.5172883910492136,trajectory(↑)
es_svd_ms_rr_r1,science,70,5,0.0367921557144266,0.0367921557144266,traj_late_convergence::raw;traj_late_convergence::rank;traj_reflection_count::rank;traj_continuity::rank;tok_gini_slope::rank,tok_logprob_prefix::rank;tok_logprob_recency::rank;tok_logprob_prefix::raw;tok_logprob_recency::raw;traj_novelty::raw,trajectory,0.5097728194941814,trajectory(↑)
es_svd_ms_rr_r1,science,70,6,0.010853021281750934,0.010853021281750934,traj_continuity::rank;traj_reflection_count::raw;traj_late_convergence::raw;traj_novelty::raw;traj_late_convergence::rank,traj_novelty::rank;traj_max_reflection::rank;traj_reflection_count::rank;tok_gini_slope::raw;tok_conf_prefix::rank,trajectory,0.6145737453251328,trajectory(↓)
es_svd_ms_rr_r1,science,70,7,0.0012027007412671413,0.0012027007412671413,traj_late_convergence::raw;traj_late_convergence::rank;traj_novelty::rank;tok_logprob_prefix::rank;tok_selfcert_prefix::rank,tok_gini_slope::rank;traj_continuity::rank;tok_gini_slope::raw;tok_gini_tail::rank;traj_max_reflection::raw,trajectory,0.536634250466772,trajectory(↑)
es_svd_ms_rr_r1,science,70,8,0.034798476215425436,0.034798476215425436,traj_max_reflection::rank;traj_max_reflection::raw;traj_continuity::raw;traj_continuity::rank;tok_logprob_prefix::rank,traj_reflection_count::rank;tok_conf_recency::rank;tok_conf_prefix::rank;traj_novelty::raw;tok_gini_slope::raw,trajectory,0.6479876685295959,trajectory(↑)
es_svd_ms_rr_r1,science,70,9,0.10036164875766321,0.10036164875766321,tok_gini_tail::rank;traj_reflection_count::raw;traj_continuity::raw;traj_novelty::rank;tok_conf_prefix::raw,traj_continuity::rank;tok_gini_slope::raw;tok_logprob_recency::raw;traj_novelty::raw;tok_logprob_prefix::raw,trajectory,0.45885539554213256,trajectory(↓)
es_svd_ms_rr_r1,science,70,10,0.05946021373572936,0.05946021373572936,tok_gini_slope::rank;traj_reflection_count::raw;tok_gini_slope::raw;traj_continuity::raw;tok_conf_recency::raw,tok_gini_tail::rank;tok_gini_tail::raw;traj_continuity::rank;traj_reflection_count::rank;traj_novelty::raw,uncertainty,0.5130022005467944,uncertainty(↓)
es_svd_ms_rr_r1,science,70,11,0.02240308503423566,0.02240308503423566,tok_conf_recency::rank;tok_conf_prefix::rank;tok_conf_recency::raw;tok_conf_prefix::raw;tok_gini_slope::rank,traj_reflection_count::rank;traj_novelty::rank;tok_logprob_recency::rank;tok_logprob_prefix::rank;traj_continuity::rank,trajectory,0.34234185223920666,trajectory(↓)
es_svd_ms_rr_r1,science,70,12,0.03197862802616334,0.03197862802616334,traj_novelty::rank;traj_continuity::rank;traj_novelty::raw;traj_continuity::raw;tok_gini_prefix::rank,traj_reflection_count::rank;tok_logprob_recency::rank;tok_logprob_prefix::rank;traj_max_reflection::rank;traj_reflection_count::raw,trajectory,0.6363990607675886,trajectory(↑)
es_svd_ms_rr_r1,science,70,13,0.1244585563564618,0.1244585563564618,tok_gini_slope::raw;traj_reflection_count::raw;tok_gini_tail::raw;tok_conf_recency::raw;tok_conf_prefix::raw,tok_gini_slope::rank;traj_late_convergence::rank;tok_logprob_prefix::raw;tok_logprob_recency::raw;tok_gini_tail::rank,uncertainty,0.4163424998775516,uncertainty(↑)
es_svd_ms_rr_r1,science,70,14,0.0017880812503195415,0.0017880812503195415,tok_gini_prefix::rank;tok_selfcert_prefix::rank;tok_neg_entropy_prefix::rank;tok_selfcert_recency::rank;tok_neg_entropy_recency::rank,tok_logprob_recency::rank;tok_logprob_prefix::rank;traj_novelty::rank;traj_continuity::rank;tok_conf_recency::rank,self_cert_logprob,0.45206140798755645,self_cert_logprob(↓)
es_svd_ms_rr_r1,science,70,15,0.04311789493942138,0.04311789493942138,tok_conf_prefix::raw;tok_conf_recency::raw;traj_reflection_count::rank;traj_max_reflection::raw;tok_logprob_recency::rank,traj_reflection_count::raw;tok_logprob_recency::raw;tok_logprob_prefix::raw;traj_max_reflection::rank;tok_gini_slope::raw,trajectory,0.4080516164001586,trajectory(↓)
es_svd_ms_rr_r1,science,100,0,0.2278053796179959,0.2278053796179959,tok_neg_entropy_recency::raw;tok_selfcert_recency::raw;tok_gini_prefix::raw;tok_neg_entropy_prefix::raw;tok_selfcert_prefix::raw,traj_novelty::rank;tok_gini_slope::raw;traj_novelty::raw;traj_reflection_count::rank;traj_max_reflection::rank,self_cert_logprob,0.3746063685882861,self_cert_logprob(↑)
es_svd_ms_rr_r1,science,100,1,0.20050165500793063,0.20050165500793063,tok_conf_prefix::raw;tok_conf_recency::raw;tok_logprob_prefix::raw;tok_logprob_recency::raw;tok_selfcert_prefix::raw,tok_selfcert_recency::rank;tok_neg_entropy_recency::rank;tok_neg_entropy_prefix::rank;tok_selfcert_prefix::rank;tok_gini_prefix::rank,self_cert_logprob,0.3635258906735682,self_cert_logprob(↓)
es_svd_ms_rr_r1,science,100,2,0.0019741054477982176,0.0019741054477982176,tok_logprob_prefix::raw;tok_conf_prefix::raw;tok_logprob_recency::raw;tok_conf_recency::raw;tok_selfcert_prefix::raw,has_tok_neg_entropy::rank;has_tok_selfcert::rank;has_tok_logprob::rank;has_rows_bank::rank;has_tok_gini::rank,availability_meta,0.8116405831224571,availability_meta(↓)
es_svd_ms_rr_r1,science,100,3,0.07452259486735888,0.07452259486735888,traj_continuity::raw;tok_gini_slope::raw;tok_gini_tail::raw;tok_gini_slope::rank;tok_gini_prefix::raw,traj_max_reflection::raw;traj_novelty::raw;traj_reflection_count::raw;traj_max_reflection::rank;tok_conf_prefix::rank,trajectory,0.5597705741094122,trajectory(↓)
es_svd_ms_rr_r1,science,100,4,0.3797688057106495,0.3797688057106495,traj_reflection_count::rank;traj_continuity::rank;traj_continuity::raw;tok_conf_recency::rank;tok_conf_prefix::rank,traj_novelty::raw;tok_logprob_recency::rank;tok_logprob_prefix::rank;tok_logprob_prefix::raw;tok_logprob_recency::raw,trajectory,0.44574348914128437,trajectory(↑)
es_svd_ms_rr_r1,science,100,5,0.16093191758693043,0.16093191758693043,traj_late_convergence::raw;tok_gini_slope::rank;tok_gini_slope::raw;tok_gini_tail::rank;tok_gini_tail::raw,traj_continuity::rank;traj_continuity::raw;has_tok_selfcert::rank;has_tok_logprob::rank;has_tok_gini::rank,trajectory,0.4786726504193642,trajectory(↑)
es_svd_ms_rr_r1,science,100,6,0.07306937394044054,0.07306937394044054,traj_continuity::rank;traj_late_convergence::raw;traj_reflection_count::raw;tok_gini_slope::rank;traj_late_convergence::rank,traj_novelty::rank;traj_max_reflection::rank;traj_reflection_count::rank;tok_conf_prefix::rank;tok_conf_recency::rank,trajectory,0.6209444823719051,trajectory(↑)
